action,module_idx,num_modules,cold_start_time,exec_time,input_shape,input_bytes,file_size,send_time
cold_start,0,55,0.32305335998535156,0.00021791458129882812,"[1, 131]",1048,131598454,0.033030033111572266
cold_start,1,55,0.46027708053588867,0.001781463623046875,"[1, 131, 1024]",536576,201364871,0.051760196685791016
cold_start,2,55,0.46096348762512207,0.0012559890747070312,"[1, 131, 1024]",536576,201363325,0.049230098724365234
cold_start,3,55,0.45589756965637207,0.0013308525085449219,"[1, 131, 1024]",536576,201363325,0.04888796806335449
cold_start,4,55,0.5005085468292236,0.0015559196472167969,"[1, 131, 1024]",536576,201363425,0.04898548126220703
cold_start,5,55,0.4568033218383789,0.00127410888671875,"[1, 131, 1024]",536576,201363425,0.04903292655944824
cold_start,6,55,0.4568338394165039,0.00141143798828125,"[1, 131, 1024]",536576,201363425,0.04916691780090332
cold_start,7,55,0.4557628631591797,0.0011968612670898438,"[1, 131, 1024]",536576,201363425,0.04892444610595703
cold_start,8,55,0.45696377754211426,0.0015406608581542969,"[1, 131, 1024]",536576,201363425,0.050310373306274414
cold_start,9,55,0.45914196968078613,0.0012612342834472656,"[1, 131, 1024]",536576,201363425,0.050230979919433594
cold_start,10,55,0.45877623558044434,0.001199960708618164,"[1, 131, 1024]",536576,201363921,0.049074411392211914
cold_start,11,55,0.4580526351928711,0.001268625259399414,"[1, 131, 1024]",536576,201363921,0.04907083511352539
cold_start,12,55,0.47110891342163086,0.0013530254364013672,"[1, 131, 1024]",536576,201363921,0.04902982711791992
cold_start,13,55,0.4559149742126465,0.0011851787567138672,"[1, 131, 1024]",536576,201363921,0.04897308349609375
cold_start,14,55,0.4546821117401123,0.0011794567108154297,"[1, 131, 1024]",536576,201363921,0.04878377914428711
cold_start,15,55,0.47164154052734375,0.001177072525024414,"[1, 131, 1024]",536576,201363921,0.048880577087402344
cold_start,16,55,0.45415163040161133,0.001178741455078125,"[1, 131, 1024]",536576,201363921,0.04886007308959961
cold_start,17,55,0.4560585021972656,0.00122833251953125,"[1, 131, 1024]",536576,201363921,0.048853397369384766
cold_start,18,55,0.46037745475769043,0.0011968612670898438,"[1, 131, 1024]",536576,201363921,0.048757076263427734
cold_start,19,55,0.47053050994873047,0.0012006759643554688,"[1, 131, 1024]",536576,201363921,0.04886007308959961
cold_start,20,55,0.45564746856689453,0.0011734962463378906,"[1, 131, 1024]",536576,201363921,0.04975414276123047
cold_start,21,55,0.45592451095581055,0.0015048980712890625,"[1, 131, 1024]",536576,201363921,0.048964738845825195
cold_start,22,55,0.47255373001098633,0.0011858940124511719,"[1, 131, 1024]",536576,201363921,0.04891562461853027
cold_start,23,55,0.45815491676330566,0.0011873245239257812,"[1, 131, 1024]",536576,201363921,0.04913067817687988
cold_start,24,55,0.46010661125183105,0.001186370849609375,"[1, 131, 1024]",536576,201363921,0.04892373085021973
cold_start,25,55,0.0010559558868408203,0.00014448165893554688,"[1, 131, 1024]",536576,7036,3.9577484130859375e-05
cold_start,26,55,0.0007281303405761719,1.9550323486328125e-05,"[1, 131, 1024]",536576,1961,5.4836273193359375e-06
cold_start,27,55,0.31635594367980957,0.0001418590545654297,"[1, 131]",1048,131598628,0.032686710357666016
cold_start,28,55,0.5896682739257812,0.0019571781158447266,"[1, 131, 1024]",536576,268493031,0.06423091888427734
cold_start,29,55,0.6128213405609131,0.0012044906616210938,"[1, 131, 1024]",536576,268485465,0.06415915489196777
cold_start,30,55,0.6050894260406494,0.001210927963256836,"[1, 131, 1024]",536576,268485465,0.06440997123718262
cold_start,31,55,0.5151972770690918,0.001196146011352539,"[1, 131, 1024]",536576,268485581,0.06248617172241211
cold_start,32,55,0.5563812255859375,0.001203298568725586,"[1, 131, 1024]",536576,268485581,0.06412696838378906
cold_start,33,55,0.5517370700836182,0.001238107681274414,"[1, 131, 1024]",536576,268485581,0.06435918807983398
cold_start,34,55,0.5840497016906738,0.0011944770812988281,"[1, 131, 1024]",536576,268485581,0.06438541412353516
cold_start,35,55,0.585930585861206,0.0012662410736083984,"[1, 131, 1024]",536576,268485581,0.06456303596496582
cold_start,36,55,0.5530030727386475,0.0012040138244628906,"[1, 131, 1024]",536576,268485581,0.06482148170471191
cold_start,37,55,0.5898592472076416,0.0012094974517822266,"[1, 131, 1024]",536576,268485581,0.06449508666992188
cold_start,38,55,0.5841526985168457,0.0011951923370361328,"[1, 131, 1024]",536576,268485581,0.0641789436340332
cold_start,39,55,0.6107180118560791,0.0013136863708496094,"[1, 131, 1024]",536576,268485581,0.0726170539855957
cold_start,40,55,0.589637279510498,0.001218557357788086,"[1, 131, 1024]",536576,268485581,0.06487369537353516
cold_start,41,55,0.5900421142578125,0.0012252330780029297,"[1, 131, 1024]",536576,268485581,0.06447434425354004
cold_start,42,55,0.5864200592041016,0.0012238025665283203,"[1, 131, 1024]",536576,268485581,0.06413102149963379
cold_start,43,55,0.6330652236938477,0.001194000244140625,"[1, 131, 1024]",536576,268485581,0.06427311897277832
cold_start,44,55,0.5870304107666016,0.0012078285217285156,"[1, 131, 1024]",536576,268485581,0.06422734260559082
cold_start,45,55,0.5911142826080322,0.0012061595916748047,"[1, 131, 1024]",536576,268485581,0.06425833702087402
cold_start,46,55,0.5498471260070801,0.0012013912200927734,"[1, 131, 1024]",536576,268485581,0.06413602828979492
cold_start,47,55,0.5659902095794678,0.0012104511260986328,"[1, 131, 1024]",536576,268485581,0.06475448608398438
cold_start,48,55,0.5900712013244629,0.0011982917785644531,"[1, 131, 1024]",536576,268485581,0.06428766250610352
cold_start,49,55,0.5885357856750488,0.0011985301971435547,"[1, 131, 1024]",536576,268485581,0.06431150436401367
